"Date","schmidt_daily"
2015-11-08,3.55633193345035
2015-11-09,0.752680387978413
2015-11-10,0.967168765649382
2015-11-11,0.612705089417562
2015-11-12,0.515455326349723
2015-11-13,0.19620548982151
2015-11-14,0.223421003008961
2015-11-15,0.730658838029647
2015-11-16,0.338742254099301
2015-11-17,0.310106754426593
2015-11-18,0.180435243946366
2015-11-19,0.827078281963988
2015-11-20,0.706928571205248
2015-11-21,0.226036661419577
2015-11-22,0.131814254451789
2015-11-23,0.311018646775433
2015-11-24,0.20275958870307
2015-11-25,0.0985326051407827
2015-11-26,0.103579054127138
2015-11-27,0.214379255509431
2015-11-28,0.881157350562094
2015-11-29,2.09399317451265
2015-11-30,2.41635847704906
2015-12-01,0.717924793627246
2015-12-02,0.675860450425121
2015-12-03,0.201901097116035
2015-12-04,0.155990538082066
2015-12-05,0.137174007115814
2015-12-06,0.112942117507386
2015-12-07,0.148104955920704
2015-12-08,0.262067020791635
2015-12-09,0.099436704709275
2015-12-10,0.197977038371398
2015-12-11,0.626139925444284
2015-12-12,1.31340834140996
2015-12-13,2.59161771955543
2015-12-14,2.05398802070958
2015-12-15,3.34858001543371
2015-12-16,2.72328122742315
2015-12-17,2.28456433753497
2015-12-18,1.50320679023644
2015-12-19,0.20978150855085
2015-12-20,0.0884740818509482
2015-12-21,0.074418259457214
2015-12-22,0.150852410704702
2015-12-23,0.275839212886538
2015-12-24,1.02718615964145
2015-12-25,2.00029619356901
2015-12-26,2.09205843790797
2015-12-27,2.13962248213026
2015-12-28,7.03126340782884
2015-12-29,2.64994328268009
2015-12-30,3.05537986752176
2015-12-31,3.59062180849591
2016-01-01,1.98321253955826
2016-01-02,0.0985152828211169
2016-01-03,0.0818535669273282
2016-01-04,0.0527299011187155
2016-01-05,0.0537356784395901
2016-01-06,0.0503433336380777
2016-01-07,0.020359096206268
2016-01-08,0.00610813442939415
2016-01-09,0.0111852413262121
2016-01-10,0.0237403952094634
2016-01-11,0.00534325452771532
2016-01-12,0.00335712390251872
2016-01-13,-0.00038744157154906
2016-01-14,0.0091870202312675
2016-01-15,0.0155913790536748
2016-01-16,-0.00221650523982931
2016-01-17,0.00266607508080233
2016-01-18,0.0383270688848314
2016-01-19,0.237237999950896
2016-01-20,0.235847134423734
2016-01-21,0.203140109568397
2016-01-22,0.242839970855997
2016-01-23,0.313620793917248
2016-01-24,0.29896585905948
2016-01-25,0.26896776411065
2016-01-26,0.2438815288082
2016-01-27,0.232935098295497
2016-01-28,0.194714481646126
2016-01-29,0.160985585852243
2016-01-30,0.13952271016046
2016-01-31,0.0910311737298143
2016-02-01,0.0613763028899119
2016-02-02,0.0605312364215416
2016-02-03,0.0463989671367262
2016-02-04,0.0183634658152731
2016-02-05,0.00212969471695342
2016-02-06,-0.000174089310110011
2016-02-07,-0.00240826165449409
2016-02-08,-0.00103144280963237
2016-02-09,-0.00140445206904879
2016-02-10,0.00560365863085027
2016-02-11,0.0760096314535203
2016-02-12,0.156518065471812
2016-02-13,0.115559991640112
2016-02-14,0.406457427578499
2016-02-15,0.307230687635305
2016-02-16,0.304605040230837
2016-02-17,0.159674763559664
2016-02-18,0.0629011942891185
2016-02-19,0.0135240847514099
2016-02-20,0.00075987416252484
2016-02-21,-0.00146360901322942
2016-02-22,-0.00150032191068002
2016-02-23,0.00299101260140688
2016-02-24,0.0220333511964565
2016-02-25,0.0111852413262121
2016-02-26,0.00784693627871851
2016-02-27,0.01866711308059
2016-02-28,0.0402212350938181
2016-02-29,0.0894984382632132
2016-03-01,0.364408313967337
2016-03-02,0.443198517530113
2016-03-03,0.119891933675616
2016-03-04,0.0965876608598706
2016-03-05,0.119182165226836
2016-03-06,0.41094667835977
2016-03-07,0.500105418107505
2016-03-08,1.24711456844752
2016-03-09,2.82830057767715
2016-03-10,3.60162335762419
2016-03-11,6.02598643011394
2016-03-12,7.23480724503998
2016-03-13,8.55420925837959
2016-03-14,8.65924093616672
2016-03-15,9.99768453038319
2016-03-16,10.9259969445446
2016-03-17,10.6800992592753
2016-03-18,10.537844978164
2016-03-19,8.82012854678148
2016-03-20,6.29763453422252
2016-03-21,4.66675586072788
2016-03-22,3.06669250574616
2016-03-23,3.24205590593739
2016-03-24,4.65852631888077
2016-03-25,7.09409107298088
2016-03-26,7.14115213600437
2016-03-27,7.21115079222533
2016-03-28,7.41269459856339
2016-03-29,7.57868248948657
2016-03-30,6.59243816832519
2016-03-31,6.73446823437657
2016-04-01,7.26481830274717
2016-04-02,10.5652959193807
2016-04-03,7.23937723090622
2016-04-04,6.72719024722317
2016-04-05,6.84028803933519
2016-04-06,5.11720679567953
2016-04-07,4.37719066959516
2016-04-08,3.41352140338172
2016-04-09,2.41123970005895
2016-04-10,1.72761366622151
2016-04-11,2.56231963886812
2016-04-12,6.04726003680377
2016-04-13,5.84349587987664
2016-04-14,6.24603729389813
2016-04-15,7.01623562617394
2016-04-16,7.4581769991078
2016-04-17,8.64780323485929
2016-04-18,11.3774586253373
2016-04-19,15.7997799725222
2016-04-20,15.3576709329896
2016-04-21,14.3709631665576
2016-04-22,15.8323506989477
2016-04-23,15.3060153509012
2016-04-24,13.3195224705072
2016-04-25,14.9258315547599
2016-04-26,18.5075955178686
2016-04-27,22.1501515829375
2016-04-28,21.6255443238137
2016-04-29,24.2946665741799
2016-04-30,23.3812244372781
2016-05-01,20.2099484446648
2016-05-02,21.6533742910025
2016-05-03,23.7630766570916
2016-05-04,22.5343343519847
2016-05-05,18.6892489748022
2016-05-06,14.4093353212377
2016-05-07,13.1178923715834
2016-05-08,14.3276038525083
2016-05-09,15.8685721955157
2016-05-10,17.4563358399131
2016-05-11,19.2935702394385
2016-05-12,19.6505562158261
2016-05-13,23.765712309459
2016-05-14,22.5162958887816
2016-05-15,15.7311363426301
2016-05-16,13.8944938693627
2016-05-17,13.1487911993183
2016-05-18,12.1854220045859
2016-05-19,11.664363501745
2016-05-20,11.357874262696
2016-05-21,12.0833934335186
2016-05-22,14.3190320755384
2016-05-23,13.9872175383494
2016-05-24,14.9022116062942
2016-05-25,17.7104918182713
2016-05-26,19.6421923291283
2016-05-27,20.5497655773317
2016-05-28,23.1670787705908
2016-05-29,26.8641641300571
2016-05-30,21.6375950869464
