"time","SW_hourly_metstation","Wind_hourly_metstation","ShortWave_nldas","WindSpeed_nldas_weibulcor","SW_regress","PAR_from_SWregress"
2015-11-09 00:00:00,0,1.6357,0,1.72,-13.7923190880276,-29.1569625520904
2015-11-09 01:00:00,0,0.901983333333333,0,1.653,-13.7923190880276,-29.1569625520904
2015-11-09 02:00:00,0,0.869983333333333,0,1.421,-13.7923190880276,-29.1569625520904
2015-11-09 03:00:00,0,1.10735,0,1.212,-13.7923190880276,-29.1569625520904
2015-11-09 04:00:00,0,0.671133333333333,0,1.041,-13.7923190880276,-29.1569625520904
2015-11-09 05:00:00,0,0.713133333333333,0,1.229,-13.7923190880276,-29.1569625520904
2015-11-09 06:00:00,0,0.5705,0,1.454,-13.7923190880276,-29.1569625520904
2015-11-09 07:00:00,2.8334,1.2185,2.67,1.698,-11.3311394660914,-23.9540288313172
2015-11-09 08:00:00,14.0985,0.585366666666667,45.744,1.706,28.374048187572,59.9827378685273
2015-11-09 09:00:00,29.4793333333333,0.695433333333333,82.944,1.737,62.6646406729758,132.473050382671
2015-11-09 10:00:00,56.0086666666667,1.62521666666667,103.744,1.779,81.8378751809434,173.005268132514
2015-11-09 11:00:00,54.7965,2.3699,124.205,2.055,100.698622838036,212.876888679608
2015-11-09 12:00:00,80.1295,1.71011666666667,130.678,2.339,106.66537028852,225.490592789932
2015-11-09 13:00:00,75.092,2.04673333333333,124.878,2.639,101.318987589183,214.188339763533
2015-11-09 14:00:00,57.174,2.17926666666667,107.147,2.656,84.9747269612614,179.636572796107
2015-11-09 15:00:00,29.0903166666667,1.3699,83.555,2.68,63.2278544366473,133.663684279072
2015-11-09 16:00:00,5.33328333333333,0.882466666666667,88.304,2.718,67.6054357192597,142.917891110515
2015-11-09 17:00:00,0.781083333333333,1.36571666666667,14.384,3.069,-0.533289993671518,-1.12737504662159
2015-11-09 18:00:00,0.850833333333333,1.2199,0,3.47,-13.7923190880276,-29.1569625520904
2015-11-09 19:00:00,0.145333333333333,1.713,0,3.9,-13.7923190880276,-29.1569625520904
2015-11-09 20:00:00,0.151216666666667,1.34793333333333,0,3.352,-13.7923190880276,-29.1569625520904
2015-11-09 21:00:00,0.650016666666667,1.15221666666667,0,2.824,-13.7923190880276,-29.1569625520904
2015-11-09 22:00:00,0.247316666666667,1.4298,0,2.328,-13.7923190880276,-29.1569625520904
2015-11-09 23:00:00,0.225683333333333,0.903716666666667,0,2.291,-13.7923190880276,-29.1569625520904
2015-11-10 00:00:00,0.20545,1.19936666666667,0,2.268,-13.7923190880276,-29.1569625520904
2015-11-10 01:00:00,0.20515,0.94975,0,2.254,-13.7923190880276,-29.1569625520904
2015-11-10 02:00:00,0.265,1.00183333333333,0,1.695,-13.7923190880276,-29.1569625520904
2015-11-10 03:00:00,0.100133333333333,1.08076666666667,0,1.172,-13.7923190880276,-29.1569625520904
2015-11-10 04:00:00,0,1.0749,0,0.723,-13.7923190880276,-29.1569625520904
2015-11-10 05:00:00,0,1.24645,0,0.678,-13.7923190880276,-29.1569625520904
2015-11-10 06:00:00,0.210533333333333,1.63241666666667,0,0.741,-13.7923190880276,-29.1569625520904
2015-11-10 07:00:00,24.5844833333333,2.38943333333333,4.028,0.88,-10.07934848235,-21.307742691688
2015-11-10 08:00:00,67.5013333333333,3.01826666666667,97.976,1.106,76.5209897654647,161.765372364192
2015-11-10 09:00:00,230.631666666667,4.03821666666667,179.12,1.363,151.318727309432,319.88778953214
2015-11-10 10:00:00,441.015,2.9307,194.624,1.636,165.610161338833,350.099881070293
2015-11-10 11:00:00,367.203333333333,1.44431666666667,233.291,1.76,201.253019931121,425.448884134389
2015-11-10 12:00:00,510.671666666667,2.30621666666667,245.585,1.917,212.585507673474,449.405763221725
2015-11-10 13:00:00,603.945,2.5309,484.366,2.098,432.691474454581,914.709776996985
2015-11-10 14:00:00,430.368333333333,1.9064,415.321,2.466,369.046475579455,780.164249374968
2015-11-10 15:00:00,237.0005,1.97601666666667,323.315,2.847,284.236253745798,600.875440418616
2015-11-10 16:00:00,29.1364833333333,2.38605,138.896,3.227,114.240641499409,241.50471612975
2015-11-10 17:00:00,0.820783333333333,1.52158333333333,21.104,3.184,5.66113961659496,11.9676491494817
2015-11-10 18:00:00,0,2.22496666666667,0,3.137,-13.7923190880276,-29.1569625520904
2015-11-10 19:00:00,0,3.12785,0,3.097,-13.7923190880276,-29.1569625520904
2015-11-10 20:00:00,0,4.60478333333333,0,3.252,-13.7923190880276,-29.1569625520904
2015-11-10 21:00:00,0,5.72583333333333,0,3.417,-13.7923190880276,-29.1569625520904
2015-11-10 22:00:00,0,5.7079,0,3.577,-13.7923190880276,-29.1569625520904
2015-11-10 23:00:00,0,6.69596666666667,0,3.455,-13.7923190880276,-29.1569625520904
