"DateTime","Depth_m","Temp_C","DO_mgL","DOsat_percent"
"2016-05-04 13:39:00",5.3,11.1,8.83,86.1
"2016-05-04 13:39:00",5.6,10.5,8.65,83.1
"2016-05-04 13:39:00",5.9,9.9,10.02,93.9
"2016-05-04 13:39:00",6.2,9.7,10.41,97.9
"2016-05-04 13:39:00",6.5,9.6,10.58,99.6
"2016-05-04 13:39:00",6.8,9.5,10.61,99.9
"2016-05-04 13:39:00",7.1,9.5,10.69,100.2
"2016-05-04 13:39:00",7.4,9.5,10.72,101.1
"2016-05-04 13:39:00",7.7,9.5,10.78,100.3
"2016-05-04 13:39:00",8,9.4,10.81,101.3
"2016-05-04 13:39:00",8.3,9.4,10.83,101.5
"2016-05-04 13:39:00",8.7,9.4,10.81,101.6
"2016-05-04 13:39:00",9,9.4,10.87,101.4
"2016-05-04 13:39:00",9.3,9.4,10.82,101.6
"2016-05-09 12:00:00",0.1,17.7,8.75,96.5
"2016-05-09 12:00:00",0.4,17.6,8.75,96.8
"2016-05-09 12:00:00",0.7,17.5,8.75,96.7
"2016-05-09 12:00:00",1,17.4,8.7,96.2
"2016-05-09 12:00:00",1.3,17.1,8.86,97
"2016-05-09 12:00:00",1.6,16.6,8.99,97.7
"2016-05-09 12:00:00",1.9,16.4,9.03,97.9
"2016-05-09 12:00:00",2.3,16.1,9.1,97.5
"2016-05-09 12:00:00",2.6,16,9.12,97.5
"2016-05-09 12:00:00",2.9,15.8,9.12,97.2
"2016-05-09 12:00:00",3.2,15.6,9.2,97.1
"2016-05-09 12:00:00",3.5,15.1,9.37,98.1
"2016-05-09 12:00:00",3.8,14.3,9.45,97.6
"2016-05-09 12:00:00",4.1,13.5,9.46,95.8
"2016-05-09 12:00:00",4.4,12.9,9.05,90.2
"2016-05-09 12:00:00",4.7,12,8.46,82.9
"2016-05-09 12:00:00",5,11.2,8.06,77.6
"2016-05-09 12:00:00",5.3,10.3,9.63,90.3
"2016-05-09 12:00:00",5.6,10,10.67,100.3
"2016-05-09 12:00:00",5.9,9.8,11.06,103.4
"2016-05-09 12:00:00",6.2,9.8,11.18,103.8
"2016-05-09 12:00:00",6.5,9.7,11.32,105
"2016-05-09 12:00:00",6.8,9.7,11.35,105.5
"2016-05-09 12:00:00",7.1,9.7,11.33,105.2
"2016-05-09 12:00:00",7.4,9.7,11.3,105.1
"2016-05-09 12:00:00",7.7,9.7,11.37,105.7
"2016-05-09 12:00:00",8,9.6,11.35,105.2
"2016-05-09 12:00:00",8.3,9.6,11.38,105.4
"2016-05-09 12:00:00",8.7,9.6,11.31,104.6
"2016-05-09 12:00:00",9,9.6,11.35,105.4
"2016-05-09 12:00:00",9.3,9.6,11.35,105.6
"2016-05-16 12:00:00",0.1,16.7,10.14,108.8
"2016-05-16 12:00:00",0.8,16.6,10.12,109.1
"2016-05-16 12:00:00",1.6,16.6,10.15,108.6
"2016-05-16 12:00:00",2.8,16.6,10.1,109.2
"2016-05-16 12:00:00",3.8,15.1,10.21,106.3
"2016-05-16 12:00:00",5,12.3,9.06,97
"2016-05-16 12:00:00",6.2,10.5,12.7,120
"2016-05-16 12:00:00",8,10.1,13.5,126.4
"2016-05-16 12:00:00",9,10.1,13.5,125.4
"2016-05-16 12:00:00",9.3,10.08,13.54,125.6
"2016-05-23 12:00:00",0.1,18,7.18,NA
"2016-05-23 12:00:00",0.8,17.9,8.19,NA
"2016-05-23 12:00:00",1.6,17.9,8.28,NA
"2016-05-23 12:00:00",2.8,16.8,8.57,NA
"2016-05-23 12:00:00",3.8,14,8.37,NA
"2016-05-23 12:00:00",5,12.7,8.41,NA
"2016-05-23 12:00:00",6.2,10.5,12.57,NA
"2016-05-23 12:00:00",8,10.3,13.03,NA
"2016-05-23 12:00:00",9,10.3,13.24,NA
"2016-05-30 09:04:00",0.1,21.4,9.11,109.3
"2016-05-30 09:04:00",0.8,21.3,9.14,108.4
"2016-05-30 09:04:00",1.6,20.9,9.6,113.3
"2016-05-30 09:04:00",2.8,17.8,10.54,118.1
"2016-05-30 09:04:00",3.8,16.1,9.62,103.1
"2016-05-30 09:04:00",5,13.1,8.43,85.7
"2016-05-30 09:04:00",6.2,11,13.21,126.8
"2016-05-30 09:04:00",8,10.8,13.71,130.4
"2016-05-30 09:04:00",9,10.6,13.71,130.4
"2016-05-30 10:56:00",0.1,22.2,8.22,100.6
"2016-05-30 10:56:00",0.8,21.8,8.28,99.9
"2016-05-30 10:56:00",1.6,19.9,9.02,105.6
"2016-05-30 10:56:00",2.8,18,9.71,108.5
"2016-05-30 10:56:00",3.8,15.9,8.86,94.9
"2016-05-30 10:56:00",5,12.8,7.82,78.5
"2016-05-30 10:56:00",6.2,10.6,11.9,116.1
"2016-05-30 10:56:00",8,10.5,12.57,118.6
"2016-05-30 10:56:00",9,10.5,12.55,118.4
"2016-05-30 13:23:00",0.1,23.4,8.32,102.9
"2016-05-30 13:23:00",0.8,21.4,9.06,108.3
"2016-05-30 13:23:00",1.6,19.9,9.2,106.7
"2016-05-30 13:23:00",2.8,18.2,9.95,112.1
"2016-05-30 13:23:00",3.8,16.2,9.47,102.4
"2016-05-30 13:23:00",5,13.6,8.08,82.8
"2016-05-30 13:23:00",6.2,11.2,10.27,100.8
"2016-05-30 13:23:00",8,10.6,12.63,120.4
"2016-05-30 13:23:00",9,10.6,12.75,121.9
"2016-05-30 15:24:00",0.1,22.9,9.26,113.3
"2016-05-30 15:24:00",0.8,20.4,9.54,111.8
"2016-05-30 15:24:00",1.6,20,9.55,110.7
"2016-05-30 15:24:00",2.8,18.3,9.86,111.8
"2016-05-30 15:24:00",3.8,16.6,10.21,111.6
"2016-05-30 15:24:00",5,14.7,9.75,103.4
"2016-05-30 15:24:00",6.2,11.6,8.67,86.1
"2016-05-30 15:24:00",8,10.6,13,124.3
"2016-05-30 15:24:00",9,10.6,13.27,126.2
"2016-05-30 16:40:00",0.1,23.2,9.31,115.6
"2016-05-30 16:40:00",0.8,20.6,9.6,114.2
"2016-05-30 16:40:00",1.6,19.7,9.6,111.6
"2016-05-30 16:40:00",2.8,18.2,9.86,111
"2016-05-30 16:40:00",3.8,16.1,10.14,111
"2016-05-30 16:40:00",5,14.9,9.96,111
"2016-05-30 16:40:00",6.2,11.1,9.3,104.8
"2016-05-30 16:40:00",8,10.6,13.15,93.6
"2016-05-30 16:40:00",9,10.6,13.35,126.4
"2016-05-31 10:46:00",0.1,22.3,8.88,108.5
"2016-05-31 10:46:00",0.8,22.2,8.93,108.8
"2016-05-31 10:46:00",1.6,20.1,9.62,113.2
"2016-05-31 10:46:00",2.8,18.1,9.97,110.6
"2016-05-31 10:46:00",3.8,16.9,9.97,108.7
"2016-05-31 10:46:00",5,15,9.79,102.6
"2016-05-31 10:46:00",6.2,11.4,12.61,120.7
"2016-05-31 10:46:00",8,10.6,13.38,127.1
"2016-05-31 10:46:00",9,10.6,13.36,127
"2016-06-02 12:00:00",0.1,24.2,9.56,120.5
"2016-06-02 12:00:00",0.8,23.2,10.19,125.9
"2016-06-02 12:00:00",1.6,21.8,10.77,130
"2016-06-02 12:00:00",2.8,19.5,10.64,123.3
"2016-06-02 12:00:00",3.8,17.1,10.53,114.8
"2016-06-02 12:00:00",5,14.8,9.04,94.1
"2016-06-02 12:00:00",6.2,12.7,7.14,71.5
"2016-06-02 12:00:00",8,11,13.63,129.7
"2016-06-02 12:00:00",9,10.8,13.7,130.5
"2016-06-06 12:00:00",0.1,24.3,9.37,120
"2016-06-06 12:00:00",0.8,23.8,9.72,120.8
"2016-06-06 12:00:00",1.6,22.6,12.04,148.6
"2016-06-06 12:00:00",2.8,19.7,11.74,137
"2016-06-06 12:00:00",3.8,16.9,11.34,125.6
"2016-06-06 12:00:00",5,14.7,8.35,87.5
"2016-06-06 12:00:00",6.2,11.4,12.42,122.5
"2016-06-06 12:00:00",8,11.1,14.42,138.5
"2016-06-06 12:00:00",9,11,14.45,140.1
"2016-06-13 10:00:00",0.1,23.6,8.85,109.3
"2016-06-13 10:00:00",0.8,23.6,8.73,108.7
"2016-06-13 10:00:00",1.6,23.4,8.71,108.2
"2016-06-13 10:00:00",2.8,20.1,13.09,153.7
"2016-06-13 10:00:00",3.8,18.3,13.22,150.3
"2016-06-13 10:00:00",5,15.7,7.98,84.5
"2016-06-13 10:00:00",6.2,12,12.75,125.8
"2016-06-13 10:00:00",8,11.5,13.5,130.5
"2016-06-13 10:00:00",9,11.5,13.52,130.8
"2016-06-20 09:00:00",0.1,23.6,8.58,105.2
"2016-06-20 09:00:00",0.8,23.5,8.49,104.8
"2016-06-20 09:00:00",1.6,23.5,8.4,103.6
"2016-06-20 09:00:00",2.8,21.7,11.02,131.6
"2016-06-20 09:00:00",3.8,18.7,12.51,141.1
"2016-06-20 09:00:00",5,15.3,5.55,57.8
"2016-06-20 09:00:00",6.2,12.3,11.21,110.6
"2016-06-20 09:00:00",8,11.9,12.4,120.2
"2016-06-20 09:00:00",9,11.8,12.43,120.2
"2016-06-27 09:30:00",0.1,23.6,8.59,107.1
"2016-06-27 09:30:00",0.8,23.7,8.63,107.6
"2016-06-27 09:30:00",1.6,23.7,8.58,106.7
"2016-06-27 09:30:00",2.8,21.5,9.1,108.2
"2016-06-27 09:30:00",3.8,18.3,11.09,123.2
"2016-06-27 09:30:00",5,14.6,4.05,42
"2016-06-27 09:30:00",6.2,12.4,12.04,118.9
"2016-06-27 09:30:00",8,12,12.31,120.8
"2016-06-27 09:30:00",9,11.9,12.38,120.5
"2016-06-27 14:00:00",0.1,25.2,8.12,NA
"2016-06-27 14:00:00",0.8,24.2,8.43,NA
"2016-06-27 14:00:00",1.6,23.4,8.41,NA
"2016-06-27 14:00:00",2.8,21.5,8.44,NA
"2016-06-27 14:00:00",3.8,19.3,10.03,NA
"2016-06-27 14:00:00",5,16.4,5.47,NA
"2016-06-27 14:00:00",6.2,12.7,8.01,NA
"2016-06-27 14:00:00",8,12,11.39,NA
"2016-06-27 14:00:00",9,12,11.5,NA
"2016-06-27 16:00:00",0.1,25.7,8.2,106.1
"2016-06-27 16:00:00",0.4,24.4,8.45,106.8
"2016-06-27 16:00:00",0.7,23.9,8.5,106.8
"2016-06-27 16:00:00",1,23.7,8.5,106.6
"2016-06-27 16:00:00",1.3,23.4,8.4,104.8
"2016-06-27 16:00:00",1.6,23.2,8.42,103.4
"2016-06-27 16:00:00",1.9,23.1,8.32,102.6
"2016-06-27 16:00:00",2.3,22.6,8.24,101.4
"2016-06-27 16:00:00",2.6,22.4,8.29,101.4
"2016-06-27 16:00:00",2.9,21.8,8.38,102.3
"2016-06-27 16:00:00",3.2,20.3,9.6,113.6
"2016-06-27 16:00:00",3.5,19.8,10.05,116
"2016-06-27 16:00:00",3.8,18.9,9.66,110.3
"2016-06-27 16:00:00",4.1,18.1,8.16,91.2
"2016-06-27 16:00:00",4.4,17.5,8.32,92.6
"2016-06-27 16:00:00",4.7,16.6,7.3,79.7
"2016-06-27 16:00:00",5,16,6.83,72.6
"2016-06-27 16:00:00",5.3,15.6,6.31,66.4
"2016-06-27 16:00:00",5.6,15.2,5.44,57.4
"2016-06-27 16:00:00",5.9,14.6,4.61,46.3
"2016-06-27 16:00:00",6.2,14,4.36,45.2
"2016-06-27 16:00:00",6.5,12.5,8.06,81.3
"2016-06-27 16:00:00",6.8,12.1,10.49,103.6
"2016-06-27 16:00:00",7.1,12,11.06,109.7
"2016-06-27 16:00:00",7.4,12,11.29,110.4
"2016-06-27 16:00:00",7.7,12,11.24,110.9
"2016-06-27 16:00:00",8,12,11.33,110.7
"2016-06-27 16:00:00",8.3,12,11.24,110.6
"2016-06-27 16:00:00",8.7,11.9,11.3,110.1
"2016-06-27 16:00:00",9,11.9,11.31,110.4
"2016-06-27 16:00:00",9.3,11.9,11.27,110.2
"2016-06-28 12:00:00",0.1,NA,NA,NA
"2016-06-28 12:00:00",0.8,NA,NA,NA
"2016-06-28 12:00:00",1.6,NA,NA,NA
"2016-06-28 12:00:00",2.8,NA,NA,NA
"2016-06-28 12:00:00",3.8,NA,NA,NA
"2016-06-28 12:00:00",5,NA,NA,NA
"2016-06-28 12:00:00",6.2,NA,NA,NA
"2016-06-28 12:00:00",8,NA,NA,NA
"2016-06-28 12:00:00",9,NA,NA,NA
"2016-06-28 14:20:00",0.1,25.9,7.96,103.4
"2016-06-28 14:20:00",0.8,24.2,8.14,102.5
"2016-06-28 14:20:00",1.6,23.3,8.14,101.1
"2016-06-28 14:20:00",2.8,21.9,7.89,95.4
"2016-06-28 14:20:00",3.8,20.5,8.02,94.5
"2016-06-28 14:20:00",5,18.5,7.67,87.3
"2016-06-28 14:20:00",6.2,15.6,6.44,70.1
"2016-06-28 14:20:00",8,12.2,10.97,109.5
"2016-06-28 14:20:00",9,12.1,11.38,112.1
"2016-06-30 12:00:00",0.1,24.5,8.51,107.7
"2016-06-30 12:00:00",0.8,24.2,8.69,109.5
"2016-06-30 12:00:00",1.6,23.2,9.43,116.7
"2016-06-30 12:00:00",2.8,21.8,8.73,105.1
"2016-06-30 12:00:00",3.8,19.9,8.68,100.6
"2016-06-30 12:00:00",5,18.2,7.82,88.7
