"DateTime","Depth_m","Temp_C","DO_mgL","DOsat_percent"
"2016-06-30 12:00:00",6.2,15.3,4.42,46.5
"2016-06-30 12:00:00",8,12.4,11.9,117.7
"2016-06-30 12:00:00",9,12.2,12.16,119.7
"2016-07-05 12:00:00",0.1,22.9,8.58,105.2
"2016-07-05 12:00:00",1.6,22.8,8.66,106.2
"2016-07-05 12:00:00",3.8,20.5,8.43,99.8
"2016-07-05 12:00:00",5,17.8,5.5,61.1
"2016-07-05 12:00:00",6.2,15,2.6,27.2
"2016-07-05 12:00:00",8,12.6,11.74,117
"2016-07-05 12:00:00",9,12.5,11.96,119
"2016-07-11 12:00:00",0.1,25.4,7.7,99.5
"2016-07-11 12:00:00",0.8,25.1,7.77,99.2
"2016-07-11 12:00:00",1.6,24.69,8.25,104.2
"2016-07-11 12:00:00",2.8,22.4,9.1,110.7
"2016-07-11 12:00:00",3.8,20.6,7.45,87.5
"2016-07-11 12:00:00",5,18.2,2.62,29.7
"2016-07-11 12:00:00",6.2,14.5,2.8,29
"2016-07-11 12:00:00",8,13,9.73,97.3
"2016-07-11 12:00:00",9,12.8,9.94,99
"2016-07-18 12:00:00",0.1,27.8,8.07,107
"2016-07-18 12:00:00",0.8,26.4,8.17,107.8
"2016-07-18 12:00:00",1.6,25,9.57,123.3
"2016-07-18 12:00:00",2.8,24,11.25,140.4
"2016-07-18 12:00:00",3.8,21.2,7.96,93.2
"2016-07-18 12:00:00",5,17.7,1.31,14.5
"2016-07-18 12:00:00",6.2,14.2,4.52,46.2
"2016-07-18 12:00:00",8,13.3,9.2,92.3
"2016-07-18 12:00:00",9,13.2,9.3,93.3
"2016-07-25 12:00:00",0.1,28.3,7.64,104.7
"2016-07-25 12:00:00",0.8,28.2,7.63,103.2
"2016-07-25 12:00:00",1.6,28.1,7.7,104.1
"2016-07-25 12:00:00",2.8,24.4,11.26,142.9
"2016-07-25 12:00:00",3.8,21.7,6.53,78.6
"2016-07-25 12:00:00",5,17.4,0.82,8.9
"2016-07-25 12:00:00",6.2,16.3,0.43,4.6
"2016-07-25 12:00:00",8,13.7,7.94,80.8
"2016-07-25 12:00:00",9,13.4,8.1,82
"2016-07-27 12:00:00",0.1,27.1,7.23,96.1
"2016-07-27 12:00:00",0.8,26.7,7.05,93.6
"2016-07-27 12:00:00",1.6,26.2,6.66,87
"2016-07-27 12:00:00",2.8,25.2,6.53,84.4
"2016-07-27 12:00:00",3.8,24.9,6.13,78.6
"2016-07-27 12:00:00",5,23.5,5.67,70.4
"2016-07-27 12:00:00",6.2,20.6,4.07,47.5
"2016-07-27 12:00:00",8,13.9,8.1,83.3
"2016-07-27 12:00:00",9,13.8,8.38,86.1
"2016-07-28 12:00:00",0.1,NA,NA,NA
"2016-07-28 12:00:00",0.8,NA,NA,NA
"2016-07-28 12:00:00",1.6,NA,NA,NA
"2016-07-28 12:00:00",2.8,NA,NA,NA
"2016-07-28 12:00:00",3.8,NA,NA,NA
"2016-07-28 12:00:00",5,NA,NA,NA
"2016-07-28 12:00:00",6.2,NA,NA,NA
"2016-07-28 12:00:00",8,NA,NA,NA
"2016-07-28 12:00:00",9,NA,NA,NA
"2016-08-01 12:00:00",0.1,27.4,8.69,115.4
"2016-08-01 12:00:00",0.8,27.2,8.71,116.3
"2016-08-01 12:00:00",1.6,27.1,8.81,116
"2016-08-01 12:00:00",2.8,25.5,7.02,90.3
"2016-08-01 12:00:00",3.8,24.5,5.25,66.5
"2016-08-01 12:00:00",5,22.8,2.74,33.6
"2016-08-01 12:00:00",6.2,19.2,0.66,7.6
"2016-08-01 12:00:00",8,14.1,11.97,122.5
"2016-08-01 12:00:00",9,14.1,11.96,122.7
"2016-08-08 12:00:00",0.1,25.4,8.25,106.5
"2016-08-08 12:00:00",0.8,25.4,8.32,107.3
"2016-08-08 12:00:00",1.6,25.3,8.36,107.5
"2016-08-08 12:00:00",2.8,24.7,2.95,37.5
"2016-08-08 12:00:00",3.8,23.8,1.38,17.3
"2016-08-08 12:00:00",5,22.4,0.25,3.1
"2016-08-08 12:00:00",6.2,17.9,0.22,2.6
"2016-08-08 12:00:00",8,14.6,13.57,140.8
"2016-08-08 12:00:00",9,14.6,13.77,142.9
"2016-08-15 12:00:00",0.1,28.7,8.05,109.2
"2016-08-15 12:00:00",0.8,27.8,7.85,105.2
"2016-08-15 12:00:00",1.6,26.7,9.1,120
"2016-08-15 12:00:00",2.8,25.4,6.66,85.4
"2016-08-15 12:00:00",3.8,24.5,2.84,35.7
"2016-08-15 12:00:00",5,22.2,0.4,4.9
"2016-08-15 12:00:00",6.2,18.6,0.39,4.4
"2016-08-15 12:00:00",8,15.6,14.1,148
"2016-08-15 12:00:00",9,15.2,14.9,156
"2016-08-26 12:00:00",0.1,28.4,8.96,122.9
"2016-08-26 12:00:00",0.8,28.1,8.99,121
"2016-08-26 12:00:00",1.6,26.7,9.01,118.5
"2016-08-26 12:00:00",2.8,25.1,6.22,79.6
"2016-08-26 12:00:00",3.8,24.9,1.22,15.3
"2016-08-26 12:00:00",5,21.9,0.35,4.2
"2016-08-26 12:00:00",6.2,17.4,3.36,36
"2016-08-26 12:00:00",8,15.6,16.54,176.2
"2016-08-26 12:00:00",9,15.6,16.69,176.7
"2016-09-02 12:00:00",0.1,25.5,8.37,107.1
"2016-09-02 12:00:00",1.6,25.5,8.4,108.8
"2016-09-02 12:00:00",2.8,25.5,8.39,108.7
"2016-09-02 12:00:00",3.8,25.2,3.54,45.9
"2016-09-02 12:00:00",5,21.5,0.25,5.73
"2016-09-02 12:00:00",6.2,17.3,7.46,81.8
"2016-09-02 12:00:00",8,15.9,14.67,156.7
"2016-09-02 12:00:00",9,15.8,14.85,159.2
"2016-09-09 12:00:00",0.1,26.6,8.05,106.9
"2016-09-09 12:00:00",0.8,25.8,8.27,107.4
"2016-09-09 12:00:00",1.6,25,8.76,112
"2016-09-09 12:00:00",2.8,24.3,9.12,114.6
"2016-09-09 12:00:00",3.8,23.7,3.87,48.4
"2016-09-09 12:00:00",5,21,0.49,5.8
"2016-09-09 12:00:00",6.2,17.9,9.33,101.2
"2016-09-09 12:00:00",8,16.2,13.55,148
"2016-09-09 12:00:00",9,16,13.93,149.8
"2016-09-20 12:00:00",0.1,23.9,8.23,103
"2016-09-20 12:00:00",0.8,23.8,8.17,102
"2016-09-20 12:00:00",1.6,23.7,8.24,102.2
"2016-09-20 12:00:00",2.8,23.7,8.12,101.1
"2016-09-20 12:00:00",3.8,23.6,8.09,100.6
"2016-09-20 12:00:00",5,21.5,0.63,7.5
"2016-09-20 12:00:00",6.2,17,7.55,82.3
"2016-09-20 12:00:00",8,16.4,10.55,113.8
"2016-09-20 12:00:00",9,16.3,10.67,114.5
"2016-09-30 12:00:00",0.1,21,7.25,87.1
"2016-09-30 12:00:00",0.8,21,7.22,86.3
"2016-09-30 12:00:00",1.6,21.5,7.06,84
"2016-09-30 12:00:00",2.8,21.4,6.94,82.7
"2016-09-30 12:00:00",3.8,20.8,4,47.9
"2016-09-30 12:00:00",5,20.3,6,70.1
"2016-09-30 12:00:00",6.2,17.7,3.74,40.9
"2016-09-30 12:00:00",8,16.6,7.04,82.4
"2016-09-30 12:00:00",9,16.6,7.7,83.8
"2016-10-07 12:00:00",0.1,19.6,7.65,88
"2016-10-07 12:00:00",0.8,19.7,7.62,87.8
"2016-10-07 12:00:00",1.6,19.7,7.58,87.4
"2016-10-07 12:00:00",2.8,19.7,7.63,87.9
"2016-10-07 12:00:00",3.8,19.4,6.86,78.6
"2016-10-07 12:00:00",5,19.3,5.87,67
"2016-10-07 12:00:00",6.2,19.2,5.1,58.3
"2016-10-07 12:00:00",8,18.7,4.11,46.4
"2016-10-07 12:00:00",9,18.6,3.91,44.1
"2016-10-14 12:00:00",0.1,16.7,8.53,91.4
"2016-10-14 12:00:00",0.8,16.5,8.43,90.3
"2016-10-14 12:00:00",1.6,16.3,8.16,86.8
"2016-10-14 12:00:00",2.8,16.1,8.04,85.5
"2016-10-14 12:00:00",3.8,16.1,7.79,82.5
"2016-10-14 12:00:00",5,16,7.77,82.4
"2016-10-14 12:00:00",6.2,16,7.83,83
"2016-10-14 12:00:00",8,16,7.87,83.4
"2016-10-14 12:00:00",9,16,7.85,83.6
"2016-12-02 12:00:00",0.1,8.7,10.57,96
"2016-12-02 12:00:00",0.8,8.6,10.52,95.8
"2016-12-02 12:00:00",1.6,8.5,10.5,94.5
"2016-12-02 12:00:00",2.8,8.4,10.48,94.5
"2016-12-02 12:00:00",3.8,8.3,10.25,92.2
"2016-12-02 12:00:00",5,8.2,10.09,89.9
"2016-12-02 12:00:00",6.2,8,9.91,88.5
"2016-12-02 12:00:00",8,7.9,9.7,86.4
"2016-12-02 12:00:00",9,7.9,9.66,86
"2017-02-06 09:30:00",0.1,4.45,12.68,103.55
"2017-02-06 09:30:00",0.8,4.2,12.58,101.7
"2017-02-06 09:30:00",1.6,4.1,12.6,101.6
"2017-02-06 09:30:00",2.8,4.1,12.57,101.2
"2017-02-06 09:30:00",3.8,4.1,12.56,101
"2017-02-06 09:30:00",5,4.1,12.52,100.6
"2017-02-06 09:30:00",6.2,4.1,12.51,101
"2017-02-06 09:30:00",8,4.1,12.5,100.2
"2017-02-06 09:30:00",9,4.1,12.53,100.7
"2017-02-27 09:50:00",0.1,7.8,11.485,101.75
"2017-02-27 09:50:00",0.8,8.9,11.52,103.7
"2017-02-27 09:50:00",1.6,8.8,11.53,103.3
"2017-02-27 09:50:00",2.8,8.2,11.7,104.3
"2017-02-27 09:50:00",3.8,7.4,11.64,101
"2017-02-27 09:50:00",5,7.1,11.25,97.6
"2017-02-27 09:50:00",6.2,6.9,10.78,92.5
"2017-02-27 09:50:00",8,6.6,10.46,88.9
"2017-02-27 09:50:00",9,6.5,10.12,85.7
"2017-03-13 11:00:00",0.1,8.1,10.88,96.2
"2017-03-13 11:00:00",0.8,NA,NA,NA
"2017-03-13 11:00:00",1.6,8.1,10.66,94.8
"2017-03-13 11:00:00",2.8,NA,NA,NA
"2017-03-13 11:00:00",3.8,8,10.52,93.5
"2017-03-13 11:00:00",5,7.9,10.49,92.6
"2017-03-13 11:00:00",6.2,7.8,10.35,91.2
"2017-03-13 11:00:00",8,7.6,10,88
"2017-03-13 11:00:00",9,7.5,9.8,86.2
"2017-03-13 11:50:00",0.1,3.9,12.1,96.9
"2017-03-13 15:11:00",0.1,6.5,11.3,96.3
"2017-03-27 11:00:00",0.1,12.4,10,99.1
"2017-03-27 12:00:00",0.1,12.6,11.2,111
"2017-03-27 12:00:00",0.8,11.8,11.4,111
"2017-03-27 12:00:00",1.6,11.3,11.52,111
"2017-03-27 12:00:00",2.8,9.6,11.7,108.8
"2017-03-27 12:00:00",3.8,8.7,11.6,105.3
"2017-03-27 12:00:00",5,8.2,11.09,99.4
"2017-03-27 12:00:00",6.2,7.8,10.87,96.9
"2017-03-27 12:00:00",8,5.1,10.5,91.5
"2017-03-27 12:00:00",9,6.8,10.36,85.7
"2017-04-10 11:45:00",0.1,13.9,9.725,99.185
"2017-04-10 11:45:00",0.8,13.1,9.91,99.4
"2017-04-10 11:45:00",1.6,12.7,9.99,99
"2017-04-10 11:45:00",2.8,11.7,10,96.7
"2017-04-10 11:45:00",3.8,11,9.72,92.1
"2017-04-10 11:45:00",5,9.5,9.54,87.5
"2017-04-10 11:45:00",6.2,8.5,9.19,82.3
"2017-04-10 11:45:00",8,8.1,8.97,79.8
"2017-04-10 11:45:00",9,7.8,8.35,73.7
"2017-04-17 10:04:00",0.1,18.05,9.25,103.4
"2017-04-17 10:04:00",0.8,NA,NA,NA
"2017-04-17 10:04:00",1.6,17.3,10.03,109.7
"2017-04-17 10:04:00",2.8,NA,NA,NA
"2017-04-17 10:04:00",3.8,12,10.06,98.2
"2017-04-17 10:04:00",5,10.3,9.58,90.5
"2017-04-17 10:04:00",6.2,8.9,8.45,77.2
"2017-04-17 10:04:00",8,8.3,7.7,69
"2017-04-17 10:04:00",9,8.1,7.7,69
"2017-04-17 10:04:00",10,7.9,7.02,62
"2017-04-24 11:22:00",0.1,NA,NA,NA
"2017-04-24 11:22:00",0.8,NA,NA,NA
"2017-04-24 11:22:00",1.6,NA,NA,NA
"2017-04-24 11:22:00",2.8,NA,NA,NA
"2017-04-24 11:22:00",3.8,NA,NA,NA
"2017-04-24 11:22:00",5,NA,NA,NA
"2017-04-24 11:22:00",6.2,NA,NA,NA
"2017-04-24 11:22:00",8,NA,NA,NA
"2017-04-24 11:22:00",9,NA,NA,NA
"2017-05-01 12:00:00",0.1,19.65,8.27,90.9
"2017-05-01 12:00:00",0.8,NA,NA,NA
"2017-05-01 12:00:00",1.6,17.5,9.6,93.9
"2017-05-01 12:00:00",2.8,NA,NA,NA
"2017-05-01 12:00:00",3.8,11.8,8.67,86.1
"2017-05-01 12:00:00",5,9.4,9.66,90.6
"2017-05-01 12:00:00",6.2,9.3,9.95,92.6
"2017-05-01 12:00:00",8,9.3,9.95,92.1
"2017-05-01 12:00:00",9,9.3,9.95,91.7
"2017-05-08 09:39:00",0.1,14.95,8.83,92.9
"2017-05-08 09:39:00",0.8,15,8.57,90.6
"2017-05-08 09:39:00",1.6,14.8,8.54,88.8
"2017-05-08 09:39:00",2.8,13.7,7.93,80.3
"2017-05-08 09:39:00",3.8,12.4,7.65,76.1
"2017-05-08 09:39:00",5,9.8,9.11,85.1
"2017-05-08 09:39:00",6.2,9.7,9.25,86.9
"2017-05-08 09:39:00",8,9.7,9.34,87.2
"2017-05-08 09:39:00",9,9.6,9.38,87
"2017-05-15 11:07:00",0.1,17.3,8.735,93.65
"2017-05-15 11:07:00",0.8,17.6,8.88,98.5
"2017-05-15 11:07:00",1.6,17.6,8.85,98.2
"2017-05-15 11:07:00",2.8,14.4,8.3,86.5
"2017-05-15 11:07:00",3.8,12.9,7.19,72
"2017-05-15 11:07:00",5,10.2,9.11,86
"2017-05-15 11:07:00",6.2,10,9.31,87.1
"2017-05-15 11:07:00",8,9.9,9.29,87.3
"2017-05-15 11:07:00",9,9.9,9.31,87.3
"2017-05-18 12:01:00",0.1,22.3,8.63,103.6
"2017-05-18 12:01:00",0.8,22.1,8.53,101.1
"2017-05-18 12:01:00",1.6,18.3,9.74,109.2
"2017-05-18 12:01:00",2.8,14.9,8.65,90.4
"2017-05-18 12:01:00",3.8,13.1,7.32,73.5
"2017-05-18 12:01:00",4.4,11.4,7.12,69.1
"2017-05-18 12:01:00",4.7,10.8,6.98,63.2
"2017-05-18 12:01:00",5,10.7,8.73,83.6
"2017-05-18 12:01:00",6.2,10.2,9.4,88.1
"2017-05-18 12:01:00",8,10.1,9.51,89.3
"2017-05-18 12:01:00",9,10,9.52,89
"2017-05-18 12:01:00",9.3,10,9.53,98.2
"2017-05-22 09:35:00",0.1,19.3,8.82,99
"2017-05-22 09:35:00",0.8,20.3,9.04,105
"2017-05-22 09:35:00",1.6,20.3,9.99,116.9
"2017-05-22 09:35:00",2.8,15.8,9.96,107
"2017-05-22 09:35:00",3.8,13.3,7.86,79.2
"2017-05-22 09:35:00",5,10.9,9.86,94.3
"2017-05-22 09:35:00",6.2,10.5,10.33,97.5
"2017-05-22 09:35:00",8,10.2,10.38,98.2
"2017-05-22 09:35:00",9,10.2,10.33,98.1
"2017-05-22 09:35:00",10,10.2,10.34,98.2
"2017-05-22 09:35:00",11,10.2,5.24,51.1
"2017-05-25 12:00:00",0.1,18.3,8.8,100.6
"2017-05-25 12:00:00",0.8,18.1,8.79,100.3
"2017-05-25 12:00:00",1.6,17.4,9.3,103.7
"2017-05-25 12:00:00",2.8,16.1,9.19,99.7
"2017-05-25 12:00:00",3.8,14.1,9.87,83
"2017-05-25 12:00:00",5,11.3,8.73,85.7
"2017-05-25 12:00:00",6.2,10.5,9.67,93.4
"2017-05-25 12:00:00",8,10.3,9.75,93.6
"2017-05-25 12:00:00",9,10.3,9.72,93.3
"2017-05-29 10:00:00",0.1,20.6,8.67,102.15
"2017-05-29 10:00:00",0.8,20.5,8.74,103
"2017-05-29 10:00:00",1,NA,NA,NA
"2017-05-29 10:00:00",1.6,17.6,9.68,107.2
"2017-05-29 10:00:00",2,NA,NA,NA
"2017-05-29 10:00:00",2.8,16,8.82,95.2
"2017-05-29 10:00:00",3,NA,NA,NA
"2017-05-29 10:00:00",3.8,13.6,6.72,68.1
"2017-05-29 10:00:00",4,NA,NA,NA
"2017-05-29 10:00:00",5,10.9,8.93,85.7
"2017-05-29 10:00:00",6,NA,NA,NA
"2017-05-29 10:00:00",6.2,10.6,9.3,89.1
"2017-05-29 10:00:00",7,NA,NA,NA
"2017-05-29 10:00:00",8,10.5,9.55,91.1
"2017-05-29 10:00:00",9,10.5,9.5,91.2
"2017-05-29 10:00:00",10,NA,NA,NA
"2017-05-29 14:50:00",0.1,23.1,8.9,110.9
"2017-05-29 14:50:00",0.8,21.1,8.95,106.5
"2017-05-29 14:50:00",1.6,18.9,9.94,112.3
"2017-05-29 14:50:00",2.8,15.4,9.54,100.9
"2017-05-29 14:50:00",3.8,13.8,7.43,75.8
"2017-05-29 14:50:00",5,11.3,7.01,67
"2017-05-29 14:50:00",6.2,10.5,9.76,92.6
"2017-05-29 14:50:00",8,10.4,9.87,93.4
"2017-05-29 14:50:00",9,10.4,9.83,93.1
"2017-05-30 14:10:00",0.1,21.1,9.03,105.8
"2017-05-30 14:10:00",0.8,18.6,8.75,98.4
"2017-05-30 14:10:00",1.6,17.6,8.68,96.7
"2017-05-30 14:10:00",2.8,17,8.68,94.7
"2017-05-30 14:10:00",3.8,16.3,8.61,92.6
"2017-05-30 14:10:00",5,15.3,8.52,89.6
"2017-05-30 14:10:00",6.2,13.4,6.96,70
"2017-05-30 14:10:00",8,10.9,9.38,89.6
"2017-05-30 14:10:00",9,10.7,9.48,90.3
"2017-05-30 14:10:00",10,10.6,9.51,90.8
"2017-05-30 16:08:00",5,15.6,8.5,90.4
"2017-05-30 16:08:00",5.5,15,8.47,88.9
"2017-05-30 16:08:00",6,14.5,8.16,84.8
"2017-05-30 16:08:00",6.2,13.8,7.67,78.4
"2017-05-30 16:08:00",6.5,12.1,7.26,71.5
"2017-05-30 16:08:00",7,10.8,9.43,90.1
"2017-05-30 16:08:00",7.5,10.7,9.6,91.3
"2017-05-30 16:08:00",8,10.6,9.63,91.6
"2017-06-01 11:45:00",0.1,21.9,8.8,107.4
"2017-06-01 11:45:00",1,19.2,9.52,109
"2017-06-01 11:45:00",2,18.1,9.59,107.4
"2017-06-01 11:45:00",3,17.3,9.38,103
"2017-06-01 11:45:00",4,16.2,8.52,91.7
"2017-06-01 11:45:00",5,15.3,8.21,86.7
"2017-06-01 11:45:00",6,13.5,6.84,69.6
"2017-06-01 11:45:00",7,11.5,9.67,93.8
"2017-06-01 11:45:00",8,11,10.03,96.2
"2017-06-01 11:45:00",9,10.9,10.05,96.2
"2017-06-05 11:00:00",0.1,21.8,8.28,100.2
"2017-06-05 11:00:00",0.8,22.1,8.43,102.9
"2017-06-05 11:00:00",1.6,22,8.41,102.5
"2017-06-05 11:00:00",2.8,18.3,9.52,107.9
"2017-06-05 11:00:00",3.8,16.5,8.2,80.5
"2017-06-05 11:00:00",5,15.2,7.22,76.6
"2017-06-05 11:00:00",6.2,13,6.32,63.7
"2017-06-05 11:00:00",8,11.4,9.96,97.2
"2017-06-05 11:00:00",9,11.3,10.16,99
"2017-06-05 12:00:00",0.1,19.7,8.32,97.1
"2017-06-08 09:34:00",0.1,20.1,8.9,105
"2017-06-08 09:34:00",0.8,20.1,8.97,104
"2017-06-08 09:34:00",1.6,20,8.91,104.3
"2017-06-08 09:34:00",2.8,18.3,10,112.1
"2017-06-08 09:34:00",3.8,16.7,8.61,93.2
"2017-06-08 09:34:00",5,14.9,6.23,65.6
"2017-06-08 09:34:00",6.2,12,10,97.8
"2017-06-08 09:34:00",8,11.6,10.4,101.6
"2017-06-08 09:34:00",9,11.5,10.5,101.7
"2017-06-12 10:45:00",0.1,23.1,8.76,107.6
"2017-06-12 10:45:00",0.8,23,8.75,107.3
"2017-06-12 10:45:00",1.6,21.7,9.58,114.3
"2017-06-12 10:45:00",2.8,18.9,10.81,122.3
"2017-06-12 10:45:00",3.8,17.2,8.98,98.2
"2017-06-12 10:45:00",5,15.1,5.66,59.2
"2017-06-12 10:45:00",6.2,12.3,10.2,99.4
"2017-06-12 10:45:00",8,11.9,10.54,102.5
"2017-06-12 10:45:00",9,11.8,10.63,103.3
"2017-06-12 13:00:00",0.1,21.1,8.46,100.2
"2017-06-19 11:10:00",0.1,25.5,8.69,112.5
"2017-06-19 11:10:00",0.8,24.7,9.52,122.3
"2017-06-19 11:10:00",1.6,24,10.28,129.6
"2017-06-19 11:10:00",2.8,20.1,10,117.2
"2017-06-19 11:10:00",3.8,18,8.06,90.4
"2017-06-19 11:10:00",5,15.3,4.1,43.3
"2017-06-19 11:10:00",6.2,13,8.95,90.2
"2017-06-19 11:10:00",8,12.5,9.51,94.8
"2017-06-19 11:10:00",9,12.4,9.58,95.2
"2017-06-19 12:00:00",0.1,22.4,7.74,95.02
"2017-06-26 10:00:00",0.1,24.2,9.49,118.6
"2017-06-26 10:00:00",0.8,24.1,9.52,119.5
"2017-06-26 10:00:00",1.6,23.8,9.37,117
"2017-06-26 10:00:00",2.8,21.1,12.36,146.5
"2017-06-26 10:00:00",3.8,18.4,8.18,91.6
"2017-06-26 10:00:00",5,15.1,3.31,35
"2017-06-26 10:00:00",6.2,13,9.44,94.4
"2017-06-26 10:00:00",8,12.7,9.75,96.7
"2017-06-26 10:00:00",9,12.6,9.67,95.8
"2017-06-26 11:00:00",0.1,17,9.27,101.2
"2017-07-05 12:00:00",0.1,22.05,8.82,106.35
"2017-07-05 12:00:00",0.8,25.3,9.16,118.1
"2017-07-05 12:00:00",1.6,25.1,9.51,120.7
"2017-07-05 12:00:00",2.8,22.4,12.64,154.9
"2017-07-05 12:00:00",3.8,19,7.61,84.1
"2017-07-05 12:00:00",5,15.2,3.41,35.6
"2017-07-05 12:00:00",6.2,13.4,8.93,90.4
"2017-07-05 12:00:00",8,12.9,9.32,93.3
"2017-07-05 12:00:00",9,12.8,9.23,91.6
"2017-07-10 09:15:00",0.1,25.8,9.5,122.6
"2017-07-10 09:15:00",0.8,25.6,9.32,121.4
"2017-07-10 09:15:00",1.6,25.6,9.44,122.8
"2017-07-10 09:15:00",2.8,22.6,12.1,146.6
"2017-07-10 09:15:00",3.8,19.5,6.85,79.5
"2017-07-10 09:15:00",5,15.6,2.29,24.4
"2017-07-10 09:15:00",6.2,13.5,8.07,80.8
"2017-07-10 09:15:00",8,13.1,8.52,84.8
"2017-07-10 09:15:00",9,13,8.51,85.4
"2017-07-10 11:00:00",0.1,18.7,8.12,91.4
"2017-07-13 12:30:00",0.1,28.8,9.6,131.5
"2017-07-13 12:30:00",0.8,27.4,10.28,136.9
"2017-07-13 12:30:00",1.6,24.6,10.96,138.2
"2017-07-13 12:30:00",2.8,23.7,10.73,131.7
"2017-07-13 12:30:00",3.8,20.9,8.29,97.3
"2017-07-13 12:30:00",5,18.9,6.53,73.3
"2017-07-13 12:30:00",6.2,15.1,4.04,43
"2017-07-13 12:30:00",8,13.3,7.49,75.5
"2017-07-13 12:30:00",9,13.2,7.57,75.9
"2017-07-17 10:00:00",0.1,27,11.07,146.9
"2017-07-17 10:00:00",0.8,26.6,10.98,145.5
"2017-07-17 10:00:00",1.6,26,14.64,188.6
"2017-07-17 10:00:00",2.8,24.8,13.49,168.9
"2017-07-17 10:00:00",3.8,20.9,7.38,88
"2017-07-17 10:00:00",5,18.5,5.17,60
"2017-07-17 10:00:00",6.2,15,6.88,71
"2017-07-17 10:00:00",8,14.8,8.06,82.3
"2017-07-17 10:00:00",9,13.8,8.16,82.8
"2017-07-17 12:00:00",0.1,19.91,8.67,100.5
"2017-07-24 11:00:00",0.1,28.6,9.48,130
"2017-07-24 11:00:00",0.8,28.5,9.6,131.4
"2017-07-24 11:00:00",1.6,26.6,12.71,168.5
"2017-07-24 11:00:00",2.8,24.3,10.65,136.9
"2017-07-24 11:00:00",3.8,21.6,7.5,90.3
"2017-07-24 11:00:00",5,18.3,2.43,27.8
"2017-07-24 11:00:00",6.2,14.5,7.12,74.1
"2017-07-24 11:00:00",8,14.2,7.53,77.9
"2017-07-24 11:00:00",9,14.1,7.64,78.6
"2017-07-24 12:00:00",0.1,20.7,8.56,101.3
"2017-07-31 10:30:00",0.1,24.6,8.17,104.5
"2017-07-31 10:30:00",0.8,24.5,8.15,103
"2017-07-31 10:30:00",1.6,24.3,8.12,102
"2017-07-31 10:30:00",2.8,23.6,8.57,104.6
"2017-07-31 10:30:00",3.8,20.8,5.92,69.2
"2017-07-31 10:30:00",5,17.9,0.72,8
"2017-07-31 10:30:00",6.2,15,7.05,72.8
"2017-07-31 10:30:00",8,14.4,7.58,78.6
"2017-07-31 10:30:00",9,14.3,7.65,78.8
"2017-07-31 12:00:00",0.1,18.8,8.41,95.6
"2017-08-02 12:00:00",0.5,NA,8.12,NA
"2017-08-02 12:00:00",1,NA,8.19,NA
"2017-08-02 12:00:00",1.5,NA,7.57,NA
"2017-08-02 12:00:00",2,NA,10.82,NA
"2017-08-02 12:00:00",2.5,NA,9.57,NA
"2017-08-02 12:00:00",3,NA,3.17,NA
"2017-08-02 12:00:00",3.5,NA,1.31,NA
"2017-08-02 12:00:00",4,NA,1.55,NA
"2017-08-02 12:00:00",4.5,NA,2.08,NA
"2017-08-02 12:00:00",5,NA,3.19,NA
"2017-08-02 12:00:00",5.5,NA,4.4,NA
"2017-08-02 12:00:00",6,NA,4.66,NA
"2017-08-02 12:00:00",6.5,NA,4.71,NA
"2017-08-02 12:00:00",7,NA,4.29,NA
"2017-08-02 12:00:00",7.5,NA,3.73,NA
"2017-08-02 12:00:00",8,NA,4.14,NA
"2017-08-02 12:00:00",8.5,NA,2.92,NA
"2017-08-02 12:00:00",9,NA,1.81,NA
"2017-08-02 12:00:00",9.5,NA,0.12,NA
"2017-08-06 12:00:00",0.5,NA,7.67,NA
"2017-08-06 12:00:00",1,NA,7.81,NA
"2017-08-06 12:00:00",1.5,NA,7.82,NA
"2017-08-06 12:00:00",2,NA,11.33,NA
"2017-08-06 12:00:00",2.5,NA,11.66,NA
"2017-08-06 12:00:00",3,NA,10.81,NA
"2017-08-06 12:00:00",3.5,NA,5.85,NA
"2017-08-06 12:00:00",4,NA,2.19,NA
"2017-08-06 12:00:00",4.5,NA,2.06,NA
"2017-08-06 12:00:00",5,NA,2.49,NA
"2017-08-06 12:00:00",5.5,NA,4.1,NA
"2017-08-06 12:00:00",6,NA,4.61,NA
"2017-08-06 12:00:00",6.5,NA,4.63,NA
"2017-08-06 12:00:00",7,NA,4.76,NA
"2017-08-06 12:00:00",7.5,NA,4.79,NA
"2017-08-06 12:00:00",8,NA,4.82,NA
"2017-08-06 12:00:00",8.5,NA,4.82,NA
"2017-08-06 12:00:00",9,NA,4.82,NA
"2017-08-06 12:00:00",9.5,NA,4.83,NA
"2017-08-07 10:00:00",0.1,24.3,7.02,90.2
"2017-08-07 10:00:00",0.8,24.4,7.06,89.1
"2017-08-07 10:00:00",1.6,24.3,6.84,87.4
"2017-08-07 10:00:00",2.8,23.7,6.44,80.6
"2017-08-07 10:00:00",3.8,20.7,3.4,40.5
"2017-08-07 10:00:00",5,17.6,0.89,9.8
"2017-08-07 10:00:00",6.2,15,6.42,67.6
"2017-08-07 10:00:00",8,14.7,6.75,70.3
"2017-08-07 10:00:00",9,14.6,6.78,70.8
"2017-08-07 12:00:00",0.1,18.8,8.77,99.5
"2017-08-09 12:00:00",0.5,NA,7.95,NA
"2017-08-09 12:00:00",1,NA,7.87,NA
"2017-08-09 12:00:00",1.5,NA,9.11,NA
