"solarDay"	"R_mgO2perLperday"	"DOInitEst"	"DO.offset"	"Pmax"	"GPP_mgO2perLperday"	"NEM_mgO2perLperday"	"PtoR"
"1"	2015-11-09	1.01070851768545	NA	0.0204723490288677	NA	3.3431844274971e-06	-1.01070517450102	3.30776318691079e-06
"2"	2015-11-10	3.76657737522504e-05	NA	0.248884613134252	NA	0.381714110355915	0.381676444582163	10134.243169055
"3"	2015-11-11	0.526604472720565	NA	3.78531458289051	NA	0.440660955755634	-0.0859435169649314	0.836796834404147
"4"	2015-11-12	3.21146652827028e-11	NA	1.736863313853	NA	9.85502118073584e-16	-3.21136797805848e-11	3.0686980835649e-05
"5"	2015-11-13	0.46863780492937	NA	4.71040877248805	NA	0.321043948346079	-0.147593856583291	0.685057724684556
"6"	2015-11-14	0.157428929551348	NA	0.00854805681683745	NA	0.368159079952407	0.210730150401059	2.33857322794237
"7"	2015-11-15	7.194346035212e-41	NA	5.86674166668031	NA	2.02229326565311e-19	2.02229326565311e-19	2.81094800799851e+21
"8"	2015-11-16	2.60421119805417e-46	NA	6.06031848556003	NA	1.084179387437e-22	1.084179387437e-22	4.16317765720031e+23
"9"	2015-11-17	0.708011650193297	NA	3.91902465542769e-06	NA	0.583732487146532	-0.124279163046766	0.824467347376508
"10"	2015-11-18	0.0920924438078157	NA	0.00197642891049127	NA	0.154562057679039	0.0624696138712231	1.67833593385347
"11"	2015-11-19	1.40512712565428	NA	10.7013371638201	NA	0.782445939926384	-0.622681185727897	0.556850640515567
"12"	2015-11-20	1.60461264391521	NA	11.8914699862909	NA	0.465301568997905	-1.13931107491731	0.289977503768499
"13"	2015-11-21	0.037758133552957	NA	2.52454760059543	NA	0.0491150320685453	0.0113568985155882	1.30078018818541
"14"	2015-11-22	1.33523286056785e-36	NA	3.89618221590704e-07	NA	2.00817686969225e-16	2.00817686969225e-16	1.5039899997954e+20
"15"	2015-11-23	5.8173051770424e-12	NA	0.000105812374970403	NA	0.318439223258684	0.318439223252866	54739989319.3471
"16"	2015-11-24	0.601676436220374	NA	8.99601793621562	NA	0.286264311707973	-0.315412124512401	0.475777834189811
"17"	2015-11-25	0.169154849365183	NA	0.0114085340360127	NA	0.199295440116761	0.0301405907515779	1.1781834269883
"18"	2015-11-26	0.0642794588842556	NA	0.0060011057088588	NA	0.328712669751407	0.264433210867151	5.11380580137274
"19"	2015-11-27	0.41051685356944	NA	2.66996307983778e-05	NA	0.628986602207114	0.218469748637674	1.53218216679311
