"solarDay" "nll" "iotaPEst" "rhoEst" "DOInitEst" "DO.offset" "Pmax" "optimCode" "R2" "AIC"
"1" 2015-11-09 -0.695415402569413 0.0048729332889849 1.01070851768545 NA 0.0204723490288677 NA 1 0.999510584955105 -119.701660603749
"2" 2015-11-10 -209.757334613226 1.47255345323292 3.76657737522504e-05 NA 0.248884613134252 NA 0 0.99999386735768 -191.993527863382
"3" 2015-11-11 -209.21833600619 1.36858590847235 0.526604472720565 NA 3.78531458289051 NA 0 0.99999400137951 -191.993594862086
"4" 2015-11-12 -126.58162175354 4.00469447507805e-15 3.21146652827028e-11 NA 1.736863313853 NA 0 0.999965849751299 -191.963533505295
"5" 2015-11-13 -170.473790615752 1.04864436491726 0.46863780492937 NA 4.71040877248805 NA 0 0.999986667180119 -191.985682508574
"6" 2015-11-14 -207.649370886227 1.20031175828657 0.157428929551348 NA 0.00854805681683745 NA 0 0.999994042412386 -191.993472960183
"7" 2015-11-15 -58.2457483755066 7.356727906152e-19 7.194346035212e-41 NA 5.86674166668031 NA 0 0.999868450762385 -193.852999758512
"8" 2015-11-16 -104.999842556299 4.32365856710549e-22 2.60421119805417e-46 NA 6.06031848556003 NA 0 0.999951565953519 -191.946146314473
"9" 2015-11-17 -187.749382723218 6.32155013278421 0.708011650193297 NA 3.91902465542769e-06 NA 0 0.999991476311307 -191.990298611423
"10" 2015-11-18 -162.431335051247 2.71163072556496 0.0920924438078157 NA 0.00197642891049127 NA 0 0.999985248106468 -191.983577325272
"11" 2015-11-19 -90.2542915982934 5.13401610391137 1.40512712565428 NA 10.7013371638201 NA 0 0.999935863613349 -191.928594764821
"12" 2015-11-20 -158.755185457986 1.59643096222708 1.60461264391521 NA 11.8914699862909 NA 0 0.999984358218367 -191.982141835514
"13" 2015-11-21 -210.039274228027 0.172009173753633 0.037758133552957 NA 2.52454760059543 NA 0 0.999994434779494 -191.99386161449
"14" 2015-11-22 6.56594660381032 7.67941285931905e-16 1.33523286056785e-36 NA 3.89618221590704e-07 NA 0 0.999513216956937 -191.453680308206
"15" 2015-11-23 -189.420874934325 1.12479465826483 5.8173051770424e-12 NA 0.000105812374970403 NA 0 0.999992153374606 -191.990982322334
"16" 2015-11-24 -184.958521012876 1.05705959697937 0.601676436220374 NA 8.99601793621562 NA 0 0.999991592799325 -191.990212306968
"17" 2015-11-25 -153.106091147321 0.785706618071801 0.169154849365183 NA 0.0114085340360127 NA 0 0.999983879230514 -191.981076402822
"18" 2015-11-26 -197.012260453867 2.27107257000429 0.0642794588842556 NA 0.0060011057088588 NA 0 0.999993757549307 -191.992580792376
"19" 2015-11-27 -194.717317955041 2.8721417155826 0.41051685356944 NA 2.66996307983778e-05 NA 0 0.99999371922902 -191.992345966913
"20" 2015-11-28 -164.071834204784 2.461386876584 0.847531097739086 NA 11.8190991146693 NA 0 0.999988207547266 -191.985603616524
"21" 2015-11-29 -73.9665378319736 3.39678120782727 2.37403728163141e-07 NA 0.000349747976857981 NA 0 0.999923008853543 -193.905080709222
"22" 2015-11-30 -117.881075134844 4.59053844803177 2.09944465905683 NA 37.0501464745173 NA 1 0.99996868900643 -191.961770345739
