"solarDay" "nll" "iotaPEst" "rhoEst" "DOInitEst" "DO.offset" "Pmax" "optimCode" "R2" "AIC"
"1" 2018-08-29 19.3877035138771 5.45163662814421 2.813907597031 NA 1.5 NA 0 0.999196383316972 -286.877747072087
"2" 2018-08-30 80.2149859807823 5.18208001497813 1.92018469278237 NA 1.5 NA 0 0.998085797797252 -287.30984898712
"3" 2018-08-31 136.532385043413 5.9394364803166 2.34511124028368 NA 1.5 NA 0 0.995846137611117 -282.725730670557
"4" 2018-09-01 -84.8868985365411 3.64779628118356 1.17527804931061 NA 1.5 NA 0 0.999801334397904 -287.731348380717
"5" 2018-09-02 -21.2798067634497 3.07478862802982 1.86485261206742 NA 1.5 NA 0 0.999499913912482 -287.323141875787
"6" 2018-09-03 -64.1507153659376 2.82353433272231 1.75146394805841 NA 1.5 NA 0 0.999713519878983 -287.625189675455
"7" 2018-09-04 -113.10105648125 4.32719387653124 2.28973443040509 NA 1.5 NA 0 0.999848728511647 -287.802949855666
"8" 2018-09-05 NA NA NA NA NA NA NA NA NA
"9" 2018-09-06 NA NA NA NA NA NA NA NA NA
"10" 2018-09-07 NA NA NA NA NA NA NA NA NA
"11" 2018-09-08 -82.0944872370114 5.31816885713633 1.71760845412626 NA 0.000258548524013212 NA 0 0.999774922218481 -287.703752884458
"12" 2018-09-09 -309.865871913772 16.1511652299968 5.25445237161684 NA 14.640364412336 NA 0 0.999989847013441 -287.987020436197
"13" 2018-09-10 -139.998784695177 14.3683077301556 4.5969940638723 NA 12.0707887040017 NA 0 0.999881594372054 -287.859560361031
"14" 2018-09-11 -55.8953348544132 6.93586148049545 1.1889806544972e-15 NA 0.000190717025421819 NA 0 0.999663320211694 -289.575897915464
"15" 2018-09-12 -215.902471116004 5.93809000247417 1.44008564367514 NA 14.9300664568845 NA 0 0.99996819791118 -287.95560620138
"16" 2018-09-13 -112.368366759652 4.87944485642624 1.98094496505187 NA 10.910844673396 NA 0 0.999872579525232 -287.814969639841
"17" 2018-09-14 -294.475193001104 9.93875459953399 2.31743291718743 NA 1.98036949192904 NA 0 0.999989237074397 -287.985131660377
"18" 2018-09-15 -147.015082700736 9.72345031404358 1.7028994549123 NA 0.000281867844564123 NA 0 0.999908700063407 -287.879601338194
"19" 2018-09-16 -249.997682582779 11.3701838059141 4.65957053918114 NA 9.06873632753808 NA 0 0.999973665142022 -287.968313563177
"20" 2018-09-17 1.94193467523232 4.95719187598654 0.526114326979849 NA 7.47493570623587e-06 NA 0 0.999038756756958 -286.83555657496
"21" 2018-09-18 65.6733759148921 5.13913696902462 0.000118677258753608 NA 0.000943468058398776 NA 0 0.998188323239974 -285.6922771089
"22" 2018-09-19 -104.870362034229 4.17194041367392 2.03523319318592 NA 5.66163489626224 NA 0 0.99985382188181 -273.817388575654
"23" 2018-09-20 -40.2528548916587 5.16085903462647 1.56714886844396 NA 1.5 NA 0 0.999643900850205 -287.501374534366
"24" 2018-09-21 -51.2305133876984 3.78468111257183 1.86435163512682 NA 1.5 NA 0 0.999679217114449 -287.571099539853
"25" 2018-09-22 -34.2502815271889 2.74529875055302 1.24643042766011 NA 1.5 NA 0 0.999547612189377 -287.421614193871
"26" 2018-09-23 NA NA NA NA NA NA NA NA NA
"27" 2018-09-24 NA NA NA NA NA NA NA NA NA
"28" 2018-09-25 NA NA NA NA NA NA NA NA NA
"29" 2018-09-26 NA NA NA NA NA NA NA NA NA
"30" 2018-09-27 NA NA NA NA NA NA NA NA NA
"31" 2018-09-28 NA NA NA NA NA NA NA NA NA
"32" 2018-09-29 NA NA NA NA NA NA NA NA NA
"33" 2018-09-30 NA NA NA NA NA NA NA NA NA
"34" 2018-10-01 NA NA NA NA NA NA NA NA NA
"35" 2018-10-02 -71.513231459165 1.41959949968535 1.56399433591301e-05 NA 1.5 NA 0 0.999752706907631 -287.663543869886
"36" 2018-10-03 -155.042385575728 2.58438403029315 0.973757967166644 NA 1.5 NA 0 0.999924587912905 -287.896254428078
"37" 2018-10-04 -80.3794795784864 3.30212490766915 1.90944536203565 NA 1.5 NA 0 0.999786410358678 -287.708269273191
"38" 2018-10-05 23.4082552600592 4.36454688546286 2.72431015356437e-06 NA 1.5 NA 0 0.999152368097252 -288.778992388279
"39" 2018-10-06 -38.0306631401544 14.3501150741941 2.15635578936488 NA 1.5 NA 0 0.999638942579628 -287.488987235459
"40" 2018-10-07 -84.7698181180526 4.5117755180182 1.86659512796317 NA 1.5 NA 0 0.999802073587704 -287.725462040305
"41" 2018-10-08 -20.2988540840596 3.04148275698325 0.941016697281276 NA 1.5 NA 0 0.999493240054 -287.309634842309
"42" 2018-10-09 -72.3205326290689 7.37430721260769 1.83392123818037 NA 1.5 NA 0 0.999750374798401 -287.660892737603
"43" 2018-10-10 -133.821384564012 14.8678599226898 1.85759359768708 NA 1.5 NA 0 0.999869919801139 -287.832180363837
"44" 2018-10-11 -112.516022684613 45.0430209338866 3.23025006090494 NA 0.000334396779426174 NA 0 0.999762361823061 -287.767100352373
"45" 2018-10-12 -97.7936980501343 3.21189153210835 2.35416107535675 NA 0.121840436012915 NA 0 0.999626669176272 -287.666993639587
"46" 2018-10-13 -182.189983768999 1.99043571806604 1.41141823727102 NA 1.88308676594438 NA 0 0.999873069826522 -287.889896224344
"47" 2018-10-14 -224.403815176831 1.23432896869191 0.779262033741844 NA 0.00191322602671835 NA 0 0.999920662490855 -287.93527906662
"48" 2018-10-15 28.0850403648333 1.83088815637931e-05 2.06057643155937e-06 NA 7.40472932601274 NA 0 0.997537263299551 -285.919733254782
"49" 2018-10-16 71.5306689620054 8.85499343784663e-05 0.219573115579025 NA 0.000511047495037198 NA 0 0.996300080565209 -286.496047109872
"50" 2018-10-17 -52.9732664581662 0.492247129315004 0.538002381353188 NA 6.185664380947 NA 0 0.999342426605848 -287.389482265694
"51" 2018-10-18 -107.884819152583 3.95140817399146 1.81837219765402 NA 4.85765034693401e-05 NA 0 0.999731702656395 -287.739643215009
"52" 2018-10-19 7.37079946905106 4.78826607434388e-06 1.55934945017006e-05 NA 12.4082819714768 NA 0 0.998687748045178 -286.606415738609
"53" 2018-10-20 29.4803050007027 0.00105431308683357 0.879683218432148 NA 0.00887576350641805 NA 0 0.998268079253284 -286.327361382311
"54" 2018-10-21 -176.349516645853 4.16192488485082 1.4559400605327 NA 1.73234418938349 NA 0 0.999902070673368 -287.900420776675
"55" 2018-10-22 -63.9918575593918 7.5681509221961e-06 3.55515874406762e-05 NA 6.29149071855466 NA 0 0.999545837272465 -287.518350591402
