"solarDay"	"R_mgO2perLperday"	"DOInitEst"	"DO.offset"	"Pmax"	"GPP_mgO2perLperday"	"NEM_mgO2perLperday"	"PtoR"
"1"	2018-08-29	2.813907597031	NA	1.5	NA	2.69033053927742	-0.123577057753584	0.95608346987514
"2"	2018-08-30	1.92018469278237	NA	1.5	NA	2.01541964657968	0.095234953797311	1.04959676751683
"3"	2018-08-31	2.34511124028368	NA	1.5	NA	2.43835454643061	0.0932433061469262	1.03976071776265
"4"	2018-09-01	1.17527804931061	NA	1.5	NA	1.28068606537774	0.105408016067131	1.08968772634609
"5"	2018-09-02	1.86485261206742	NA	1.5	NA	1.46114780263568	-0.403704809431738	0.783519187082468
"6"	2018-09-03	1.75146394805841	NA	1.5	NA	1.52596187437205	-0.225502073686357	0.871249377450025
"7"	2018-09-04	2.28973443040509	NA	1.5	NA	1.92474800211456	-0.364986428290533	0.84059879458337
"8"	2018-09-05	NA	NA	NA	NA	NA	NA	NA
"9"	2018-09-06	NA	NA	NA	NA	NA	NA	NA
"10"	2018-09-07	NA	NA	NA	NA	NA	NA	NA
"11"	2018-09-08	1.71760845412626	NA	0.000258548524013212	NA	1.66395765529438	-0.0536507988318815	0.968764243851388
"12"	2018-09-09	5.25445237161684	NA	14.640364412336	NA	1.72811701324257	-3.52633535837427	0.328886226579462
"13"	2018-09-10	4.5969940638723	NA	12.0707887040017	NA	1.90031620927324	-2.69667785459905	0.413382350046479
"14"	2018-09-11	1.1889806544972e-15	NA	0.000190717025421819	NA	1.44159311505332	1.44159311505332	1212461371512346
"15"	2018-09-12	1.44008564367514	NA	14.9300664568845	NA	1.37455077820249	-0.0655348654726471	0.954492383310342
"16"	2018-09-13	1.98094496505187	NA	10.910844673396	NA	1.85493229492509	-0.126012670126777	0.936387596652148
"17"	2018-09-14	2.31743291718743	NA	1.98036949192904	NA	1.75340867238223	-0.5640242448052	0.756616797568521
"18"	2018-09-15	1.7028994549123	NA	0.000281867844564123	NA	1.82610789043718	0.123208435524874	1.07235214925312
"19"	2018-09-16	4.65957053918114	NA	9.06873632753808	NA	0.972222862775086	-3.68734767640605	0.208650744655524
"20"	2018-09-17	0.526114326979849	NA	7.47493570623587e-06	NA	1.15486677058283	0.628752443602986	2.19508709677672
"21"	2018-09-18	0.000118677258753608	NA	0.000943468058398776	NA	1.43880335767537	1.43868468041661	12123.6652479692
"22"	2018-09-19	2.03523319318592	NA	5.66163489626224	NA	2.00406004678892	-0.0311731463970015	0.98468325570683
"23"	2018-09-20	1.56714886844396	NA	1.5	NA	2.02187845893756	0.454729590493608	1.29016362111477
"24"	2018-09-21	1.86435163512682	NA	1.5	NA	1.47072337495337	-0.393628260173454	0.788865870173318
"25"	2018-09-22	1.24643042766011	NA	1.5	NA	0.779382923664251	-0.467047503995858	0.625291958835895
"26"	2018-09-23	NA	NA	NA	NA	NA	NA	NA
"27"	2018-09-24	NA	NA	NA	NA	NA	NA	NA
"28"	2018-09-25	NA	NA	NA	NA	NA	NA	NA
"29"	2018-09-26	NA	NA	NA	NA	NA	NA	NA
"30"	2018-09-27	NA	NA	NA	NA	NA	NA	NA
"31"	2018-09-28	NA	NA	NA	NA	NA	NA	NA
"32"	2018-09-29	NA	NA	NA	NA	NA	NA	NA
"33"	2018-09-30	NA	NA	NA	NA	NA	NA	NA
"34"	2018-10-01	NA	NA	NA	NA	NA	NA	NA
"35"	2018-10-02	1.56399433591301e-05	NA	1.5	NA	0.41704687001571	0.417031230072351	26665.4974662841
"36"	2018-10-03	0.973757967166644	NA	1.5	NA	0.894007717954743	-0.079750249211901	0.918100542536303
"37"	2018-10-04	1.90944536203565	NA	1.5	NA	1.43871673494381	-0.470728627091843	0.753473633521516
"38"	2018-10-05	2.72431015356437e-06	NA	1.5	NA	1.00280985330667	1.00280712899651	368096.801311199
"39"	2018-10-06	2.15635578936488	NA	1.5	NA	1.91030064833916	-0.246055141025717	0.885893069112593
"40"	2018-10-07	1.86659512796317	NA	1.5	NA	1.44170823193719	-0.424886896025981	0.772373296350764
"41"	2018-10-08	0.941016697281276	NA	1.5	NA	0.944280158301608	0.00326346102033215	1.00346801606152
"42"	2018-10-09	1.83392123818037	NA	1.5	NA	1.37274873989629	-0.461172498284086	0.748532004165204
"43"	2018-10-10	1.85759359768708	NA	1.5	NA	0.713228066407205	-1.14436553127987	0.38395269411741
"44"	2018-10-11	3.23025006090494	NA	0.000334396779426174	NA	1.0999771622278	-2.13027289867714	0.340523842268622
"45"	2018-10-12	2.35416107535675	NA	0.121840436012915	NA	1.36226028984074	-0.991900785516006	0.578660612521726
"46"	2018-10-13	1.41141823727102	NA	1.88308676594438	NA	0.782988925769638	-0.628429311501382	0.554753300682545
"47"	2018-10-14	0.779262033741844	NA	0.00191322602671835	NA	0.12967099948952	-0.649591034252324	0.166402306123998
"48"	2018-10-15	2.06057643155937e-06	NA	7.40472932601274	NA	4.2428877286908e-06	2.18231129713143e-06	2.05907806364646
"49"	2018-10-16	0.219573115579025	NA	0.000511047495037198	NA	1.7100734317719e-05	-0.219556014844708	7.78817309788745e-05
"50"	2018-10-17	0.538002381353188	NA	6.185664380947	NA	0.193889500590299	-0.344112880762889	0.360387811114565
"51"	2018-10-18	1.81837219765402	NA	4.85765034693401e-05	NA	1.55042124380417	-0.267950953849852	0.85264240500622
"52"	2018-10-19	1.55934945017006e-05	NA	12.4082819714768	NA	1.79647049842075e-06	-1.37970240032799e-05	0.115206408558699
"53"	2018-10-20	0.879683218432148	NA	0.00887576350641805	NA	0.000183565629786221	-0.879499652802361	0.000208672424277218
"54"	2018-10-21	1.4559400605327	NA	1.73234418938349	NA	1.60499794013629	0.149057879603591	1.10237913197406
"55"	2018-10-22	3.55515874406762e-05	NA	6.29149071855466	NA	2.63382293959548e-06	-3.29177645010807e-05	0.0740845382499575
"56"	2018-10-23	0.000419394447616049	NA	4.61658476322657	NA	0.179942847580617	0.179523453133001	429.053957684611
"57"	2018-10-24	1.26112996093357	NA	0.00667991177255748	NA	0.901894835810032	-0.359235125123538	0.715148211325017
"58"	2018-10-25	2.72032416652071	NA	44.5705801848652	NA	9.87522616887109e-05	-2.72022541425902	3.6301652172217e-05
"59"	2018-10-26	6.85570921072206e-48	NA	1.91364772450176e-41	NA	1.41486376680749e-05	1.41486376680749e-05	2.06377447368203e+42
"60"	2018-10-27	0.919251401903367	NA	9.29186484045197	NA	0.362234359426683	-0.557017042476683	0.394053638293784
"61"	2018-10-28	1.24384843103176	NA	14.3359570852864	NA	0.387222918949753	-0.856625512082006	0.311310372943555
"62"	2018-10-29	0.711995330302497	NA	6.71062181296025e-05	NA	1.07915883688134	0.367163506578847	1.51568246441006
"63"	2018-10-30	7.37721750773298e-05	NA	6.13820394287501	NA	0.239513095634427	0.23943932345935	3246.65899281625
"64"	2018-10-31	4.24400851952953e-07	NA	7.60532520804151	NA	2.14393857530098e-06	1.71953772334803e-06	5.05168301485561
"65"	2018-11-01	2.5550155338812	NA	33.6967644066049	NA	1.38000478952484e-05	-2.5550017338333	5.401160076035e-06
"66"	2018-11-02	1.91279316876815	NA	9.39887683169991	NA	0.305876946750579	-1.60691622201757	0.15991114551479
"67"	2018-11-03	1.04493451963052	NA	0.00758492646888349	NA	0.917537781887213	-0.127396737743307	0.878081606694022
"68"	2018-11-04	0.0838741341626146	NA	0.0271955343300127	NA	0.0875822298586585	0.00370809569604384	1.04421024113172
"69"	2018-11-05	3.10650090391061	NA	24.2740788076593	NA	1.25306872178561	-1.853432182125	0.403369823652132
"70"	2018-11-06	1.83614500764674e-25	NA	3.49231637109949e-06	NA	0.455217834203105	0.455217834203105	2.4792041603867e+24
"71"	2018-11-07	0.652288632337043	NA	0.00102836158750723	NA	0.538853501501592	-0.113435130835451	0.826096722812674
"72"	2018-11-08	2.12756218627831e-29	NA	2.88757185304976e-06	NA	5.44153440833183e-21	5.44153438705621e-21	255763824.128241
"73"	2018-11-09	2.04954797772491	NA	11.3370730398038	NA	0.453641498769235	-1.59590647895567	0.221337340574383
"74"	2018-11-10	1.65845142059804e-11	NA	0.00168632872008076	NA	0.535532672451315	0.53553267243473	32291128084.9096
"75"	2018-11-11	5.51272390024687	NA	102.870479655636	NA	0.000248076669825587	-5.51247582357704	4.50007427026188e-05
"76"	2018-11-12	0.0850169067267629	NA	0.000154812665477914	NA	0.141993776664297	0.0569768699375346	1.6701828157622
"77"	2018-11-13	2.67731497175517e-15	NA	1.03175894869702e-21	NA	0.0747539752710806	0.074753975271078	27921247989015.7
"78"	2018-11-14	3.00870372710369	NA	55.7662548975936	NA	6.91718964666251e-05	-3.00863455520722	2.29905975266009e-05
"79"	2018-11-15	0.0181782384878014	NA	3.00901310767283	NA	0.0834707665661351	0.0652925280783338	4.59179620853521
"80"	2018-11-16	5.11691785853773	NA	76.4457368990441	NA	0.294454826649454	-4.82246303188828	0.0575453495228866
"81"	2018-11-17	3.95581954576164	NA	70.1642546723762	NA	0.288206306403162	-3.66761323935848	0.072856282514695
"82"	2018-11-18	4.35299074217381	NA	81.8460134461915	NA	0.197654583072514	-4.1553361591013	0.0454066169168576
"83"	2018-11-19	9.76361969028535	NA	186.707528671085	NA	0.000601191473159082	-9.76301849881219	6.15746508190254e-05
"84"	2018-11-20	2.58896062277741	NA	29.9862756884041	NA	0.698622613026467	-1.89033800975095	0.269846751194304
"85"	2018-11-21	0.344555799890806	NA	0.000885087540658836	NA	0.330332507969124	-0.0142232919216828	0.958719917278449
"86"	2018-11-22	0.867009662045768	NA	6.36669527940087	NA	0.395963159251381	-0.471046502794387	0.456699823064346
"87"	2018-11-23	2.1747909131119e-47	NA	1.39234289349917e-24	NA	3.94163975992318e-33	3.94163975992316e-33	181242239709522
"88"	2018-11-24	0.0695939066836288	NA	0.00011204911857429	NA	0.230199699081711	0.160605792398082	3.30775652713664
"89"	2018-11-25	0.131923723982779	NA	0.0013192360315845	NA	0.218568773189558	0.0866450492067792	1.65678140815741
"90"	2018-11-26	0.0613978526470241	NA	0.000140698348472766	NA	0.292139082070835	0.230741229423811	4.75813191302211
"91"	2018-11-27	0.918607223315639	NA	11.0660722977498	NA	0.22455779246096	-0.694049430854678	0.244454633886328
"92"	2018-11-28	0.196560288801582	NA	3.13847340566325	NA	0.255291829550199	0.0587315407486166	1.29879657333991
"93"	2018-11-29	3.00250073758301e-17	NA	8.94662893264007	NA	5.38615447765469e-07	5.38615447735444e-07	17938894769.3998
"94"	2018-11-30	0.28773613475151	NA	0.000822980304597106	NA	0.449205280161503	0.161469145409993	1.56117089898854
"95"	2018-12-01	2.40441431459615e-33	NA	1.372237749529e-38	NA	2.2383906243956e-06	2.2383906243956e-06	9.30950465070559e+26
"96"	2018-12-02	2.16837976336609e-24	NA	3.80298955886481e-16	NA	2.99394945622752e-22	2.97226565859386e-22	138.073113704947
"97"	2018-12-03	0.00355646582010171	NA	0.00229300624447832	NA	0.00762421046331532	0.00406774464321361	2.14376036463561
"98"	2018-12-04	9.9757597470486e-44	NA	2.21381015169731e-36	NA	9.36661200260751e-19	9.36661200260751e-19	9.38937207803013e+24
"99"	2018-12-05	2.21592466637944e-64	NA	4.64136105532004e-32	NA	1.2100584454092e-30	1.2100584454092e-30	5.46073819100673e+33
"100"	2018-12-06	0.793143635892057	NA	9.27440582074557	NA	0.36274155709633	-0.430402078795727	0.457346615015514
"101"	2018-12-07	0.222761259811573	NA	0.0147242953594307	NA	0.384871244766078	0.162109984954504	1.72772970080897
"102"	2018-12-08	0.372018387915157	NA	0.000990004938889882	NA	0.43765875669035	0.0656403687751935	1.17644388263454
"103"	2018-12-09	7.42257678735179e-05	NA	2.15866636150298	NA	0.0185762009218131	0.0185019751539395	250.266200727856
"104"	2018-12-10	0.981319292737269	NA	21.9064248964724	NA	0.0316415499371654	-0.949677742800103	0.0322438885807546
"105"	2018-12-11	0.362676118502061	NA	7.53569415588628	NA	0.0868101434170764	-0.275865975084984	0.239359966064551
"106"	2018-12-12	0.073806843168005	NA	0.0189174186809291	NA	0.225449186869654	0.151642343701649	3.05458379186424
"107"	2018-12-13	5.20452596151445	NA	123.655521139333	NA	0.0438491586390787	-5.16067680287537	0.00842519740766539
"108"	2018-12-14	0.328454182481662	NA	0.0010843756736484	NA	0.351019257197795	0.0225650747161322	1.06870082927743
"109"	2018-12-15	2.37754346171901	NA	38.2078099161178	NA	0.122337832658105	-2.25520562906091	0.0514555610140779
"110"	2018-12-16	3.30548086723843e-39	NA	1.68774718850576e-34	NA	1.04456599369035e-19	1.04456599369035e-19	31601029793980751872
"111"	2018-12-17	NA	NA	NA	NA	NA	NA	NA
"112"	2018-12-18	0.714745315254676	NA	12.5716349386194	NA	0.201949247483264	-0.512796067771411	0.282547143958973
"113"	2018-12-19	0.112531256404293	NA	0.265415061644964	NA	0.138433001252948	0.0259017448486551	1.23017378172334
